1/9/2016 12:00:00 AM,11/15/2015 12:00:00 AM,10,0.0014275206,0.0142752064,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes Match - Americas,stream,US
1/9/2016 12:00:00 AM,11/15/2015 12:00:00 AM,1,0.0013144658,0.0013144659,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes Match - Europe,stream,IT
1/15/2016 12:00:00 AM,11/15/2015 12:00:00 AM,2,0.637,1.274,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Amazon MP3,download,US
1/16/2016 12:00:00 AM,9/15/2015 12:00:00 AM,22,0.00026572,0.00584584,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Google Locker,stream,US
1/16/2016 12:00:00 AM,10/15/2015 12:00:00 AM,5,0.00026936,0.0013468,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Google Locker,stream,US
1/25/2016 12:00:00 AM,12/15/2015 12:00:00 AM,6,0.0009680725,0.0058084354,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes Radio - Americas,stream,US
1/25/2016 12:00:00 AM,12/15/2015 12:00:00 AM,1,0.7040430205,0.7040430206,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes-Europe,download,DE
1/25/2016 12:00:00 AM,12/15/2015 12:00:00 AM,1,0.637,0.637,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Apple iTunes,download,US
1/27/2016 12:00:00 AM,12/15/2015 12:00:00 AM,4,0.01111201,0.04444804,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes - Apple Music – US,stream,US
1/27/2016 12:00:00 AM,12/15/2015 12:00:00 AM,1,0.0017640741,0.0017640741,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes - Apple Music - Europe,stream,IT
1/27/2016 12:00:00 AM,12/15/2015 12:00:00 AM,1,0.00200928,0.00200928,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes - Apple Music – US,stream,US
1/27/2016 12:00:00 AM,12/15/2015 12:00:00 AM,1,0.00996177,0.00996177,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes - Apple Music – US,stream,US
1/27/2016 12:00:00 AM,12/15/2015 12:00:00 AM,2,0.00996177,0.01992354,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes - Apple Music – US,stream,US
2/3/2016 12:00:00 AM,11/15/2015 12:00:00 AM,2,0.0015015,0.003003,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Spotify,stream,US
2/5/2016 12:00:00 AM,11/15/2015 12:00:00 AM,2,0.00716079,0.01432158,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Google Music Store,stream,US
2/5/2016 12:00:00 AM,10/15/2015 12:00:00 AM,9,0.00819,0.07371,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Napster,stream,US
2/13/2016 12:00:00 AM,9/15/2015 12:00:00 AM,655,0.0011091398,0.7264866018,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,YouTube Music,stream,
2/13/2016 12:00:00 AM,9/15/2015 12:00:00 AM,1,0.0107795305,0.0107795306,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,YouTube Music,stream,US
2/13/2016 12:00:00 AM,9/15/2015 12:00:00 AM,1,0.0107795305,0.0107795306,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,YouTube Music,stream,US
2/13/2016 12:00:00 AM,9/15/2015 12:00:00 AM,2,0.0215590611,0.0431181223,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,YouTube Music,stream,US
2/13/2016 12:00:00 AM,9/15/2015 12:00:00 AM,14,0.1509134308,2.1127880319,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,YouTube Music,download,US
2/16/2016 12:00:00 AM,12/15/2015 12:00:00 AM,58,0.0015669726,0.0908844154,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,YouTube Music,stream,
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,2,0.000903957,0.0018079141,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,CA
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,4,0.000903957,0.0036158282,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,CA
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,1,0.0015307377,0.0015307378,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,CA
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,1,0.001274,0.001274,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,16,0.001274,0.020384,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,27,0.001274,0.034398,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,33,0.001274,0.042042,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,145,0.001274,0.18473,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,2,0.0100178858,0.0200357718,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,5,0.0100178858,0.0500894294,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,8,0.002093,0.016744,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,5,0.002093,0.010465,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,3,0.002093,0.006279,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/17/2016 12:00:00 AM,10/15/2015 12:00:00 AM,3,0.002093,0.006279,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Slacker Radio,stream,US
2/23/2016 12:00:00 AM,12/15/2015 12:00:00 AM,35,0.001271896,0.0445163628,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,iTunes Match - Americas,stream,US
2/23/2016 12:00:00 AM,1/15/2016 12:00:00 AM,2,0.637,1.274,ushm21514105,889211844012,ivanmontero,Yo la Enamore Con Salsa,Ivan Montero,Yo la Enamore Con Salsa,Apple iTunes,download,US
